CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50108139,NHA MINH,Queens,915,WYCKOFF AVENUE,11385.0,4158673920,Asian/Asian Fusion,03/26/2026,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,20.0,Z,03/26/2026,04/15/2026,Cycle Inspection / Re-inspection,40.6969320552,-73.90644193873,405.0,34.0,55300.0,4085562.0,4035490004.0,QN20,POINT (-73.906441938733 40.696932055198)
50146864,DUNKIN,Staten Island,1201,VICTORY BOULEVARD,10301.0,2014696121,Donuts,07/23/2025,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,53.0,C,07/23/2025,04/15/2026,Cycle Inspection / Re-inspection,40.61634756868,-74.10367054319,501.0,49.0,14700.0,5008977.0,5003280060.0,SI07,POINT (-74.103670543185 40.616347568676)
50147896,BRASAS RESTAURANT & BAR,Bronx,743,EAST  187 STREET,10458.0,7188010910,Latin American,05/19/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,31.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.85372943008,-73.88299525671,206.0,15.0,39300.0,2092317.0,2031040060.0,BX06,POINT (-73.882995256714 40.853729430081)
50171249,Perizia Pizza,Brooklyn,1379,CONEY ISLAND AVENUE,11230.0,9175624200,Jewish/Kosher,12/14/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,27.0,N,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.62397024651,-73.96501051975,314.0,44.0,53400.0,3179859.0,3067130074.0,BK43,POINT (-73.96501051975 40.62397024651)
50134429,EMPEROR DUMPLING,Manhattan,293,7 AVENUE,10001.0,7187099999,Chinese/Japanese,07/02/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74635392121,-73.99399105167,105.0,3.0,9500.0,1015032.0,1008027502.0,MN17,POINT (-73.993991051665 40.746353921208)
50005075,APPLE JACK DINER,Manhattan,1725,BROADWAY,10019.0,2125866075,American,06/06/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,9.0,A,06/06/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.76456968082,-73.98228588281,105.0,3.0,13700.0,1078860.0,1010267502.0,MN17,POINT (-73.982285882806 40.764569680819)
50173099,TERUKO,Manhattan,222,WEST   23 STREET,10011.0,5163760923,Japanese,12/18/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,12/18/2025,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.74445190578,-73.99652104494,104.0,3.0,9100.0,1014130.0,1007720064.0,MN13,POINT (-73.996521044937 40.744451905777)
50119432,ESSEX PEARL,Manhattan,115,DELANCEY STREET,10002.0,7147055100,Seafood,12/05/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71850233055,-73.98808454629,103.0,1.0,1800.0,1090554.0,1003527501.0,MN27,POINT (-73.988084546292 40.718502330547)
50094234,BLACK FOX COFFEE CO,Manhattan,70,PINE STREET,10005.0,9177420133,Coffee/Tea,09/27/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.70630766848,-74.0078952886,101.0,1.0,700.0,1001007.0,1000417504.0,MN25,POINT (-74.007895288602 40.706307668482)
41385657,HOWL AT THE MOON BAR & GRILL,Bronx,585,EAST  189 STREET,10458.0,7185617694,American,12/06/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,12/06/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.85760021265,-73.88643716989,206.0,15.0,38900.0,2099894.0,2030670069.0,BX06,POINT (-73.88643716989 40.857600212645)
50162086,CALI TAJADAS BAKERY & RESTAURANT,Queens,45-18,104 STREET,11368.0,3474357548,Latin American,12/23/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,37.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.7468260363,-73.86015104869,404.0,21.0,41300.0,4431860.0,4019800035.0,QN25,POINT (-73.860151048686 40.746826036304)
50016877,ASIAN KITCHEN,Queens,85-43,GRAND AVENUE,11373.0,7185650906,Chinese,03/04/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73559878927,-73.88102763096,404.0,30.0,47900.0,4057279.0,4024750057.0,QN50,POINT (-73.881027630964 40.735598789265)
50177015,Slaps Burger,Bronx,341,EAST  149 STREET,10451.0,3475965955,American,12/22/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,12/22/2025,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.8167210172,-73.92017498146,201.0,17.0,6500.0,2000935.0,2023310049.0,BX34,POINT (-73.920174981455 40.816721017198)
50091814,DOMINO'S,Bronx,315,EAST  204 STREET,10467.0,7187342666,Pizza,11/04/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,11/04/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.87273733353,-73.87832252271,207.0,11.0,42500.0,2018291.0,2033450003.0,BX43,POINT (-73.878322522713 40.872737333529)
41634303,LA ESTRELLA TROPICAL,Bronx,744,BURKE AVENUE,10467.0,7187985723,Spanish,06/26/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,06/26/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.87139134369,-73.8650658772,212.0,12.0,33800.0,2055613.0,2045700025.0,BX07,POINT (-73.865065877195 40.871391343687)
50125016,KAMALA KITCHEN,Queens,260-07,HILLSIDE AVENUE,11004.0,9178035432,Indian,08/20/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73737251829,-73.70814842331,413.0,23.0,157902.0,4179426.0,4087720056.0,QN44,POINT (-73.708148423314 40.737372518287)
50144657,NOVO DELI,Queens,28-28,COLLEGE POINT BOULEVARD,11354.0,7188860818,American,09/18/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,B,09/18/2025,04/15/2026,Cycle Inspection / Re-inspection,40.77218429402,-73.844738999,407.0,19.0,90700.0,4308649.0,4043190010.0,QN23,POINT (-73.844738998999 40.772184294023)
50100946,BLIMPIE,Bronx,2200,WESTCHESTER AVENUE,10462.0,7185825440,Sandwiches,10/02/2023,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,P,10/02/2023,04/15/2026,Cycle Inspection / Reopening Inspection,40.83421083379,-73.85145623916,209.0,18.0,9200.0,2026929.0,2038230001.0,BX59,POINT (-73.851456239159 40.834210833785)
50142941,PICAZO'S PIZZA & RESTAURANT PLACE,Brooklyn,871,3 AVENUE,11232.0,3476629160,Spanish,01/17/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,24.0,B,01/17/2025,04/15/2026,Cycle Inspection / Re-inspection,40.65766221916,-74.00418082712,307.0,38.0,10100.0,3010072.0,3006800012.0,BK32,POINT (-74.004180827123 40.657662219155)
50047488,SPICE,Manhattan,39,EAST   13 STREET,10003.0,2129823758,Thai,03/25/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,16.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73439486198,-73.99193177914,102.0,2.0,6100.0,1009213.0,1005650002.0,MN23,POINT (-73.991931779136 40.734394861981)
50154929,MIKIYA,Queens,135-41,37 AVENUE,11354.0,9175180388,Japanese,10/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,10/17/2024,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.76135695403,-73.83163910167,407.0,20.0,86900.0,4584155.0,4049710059.0,QN22,POINT (-73.831639101669 40.761356954028)
50118276,iPizzaNY,Manhattan,658,9 AVENUE,10036.0,9176757587,Pizza,12/12/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76084055745,-73.99085285309,104.0,3.0,12100.0,1025029.0,1010360061.0,MN15,POINT (-73.990852853086 40.76084055745)
50112504,XI'AN NOODLE FOOD,Queens,136-20,ROOSEVELT AVENUE,11354.0,6462267250,Chinese,10/20/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,29.0,C,10/20/2025,04/15/2026,Cycle Inspection / Re-inspection,40.75977790824,-73.82923542849,407.0,20.0,85300.0,4113546.0,4050190005.0,QN22,POINT (-73.829235428489 40.759777908235)
41621699,MI PASO CENTRO AMERICANO RESTAURANT,Manhattan,4129,BROADWAY,10033.0,2129280866,Latin American,05/04/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,65.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.84581284735,-73.93857335586,112.0,10.0,26300.0,1063518.0,1021420244.0,MN36,POINT (-73.938573355861 40.845812847353)
50101376,HAVANA HEIGHT,Manhattan,621,WEST  172 STREET,10032.0,9176201176,Latin American,09/12/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,44.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.84406759012,-73.93931590524,112.0,10.0,25300.0,1063495.0,1021420100.0,MN36,POINT (-73.939315905241 40.844067590122)
50085124,ROMEO'S,Queens,74-27,37 AVENUE,11372.0,7184582174,Italian,04/24/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,04/24/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.74899807911,-73.89144119819,403.0,25.0,28900.0,4029563.0,4012740035.0,QN28,POINT (-73.891441198185 40.74899807911)
50082564,RH F&B MEATPACKING,Manhattan,9,9 AVENUE,10014.0,9734643926,American,11/18/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,34.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73972256092,-74.00627177704,102.0,3.0,7900.0,1012215.0,1006450049.0,MN23,POINT (-74.006271777036 40.739722560923)
40678995,TANDOORI FOOD & BAKERY,Queens,99-04,63 ROAD,11374.0,7188971071,Jewish/Kosher,06/12/2023,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73255982355,-73.85658369714,406.0,24.0,72100.0,4050655.0,4021110011.0,QN17,POINT (-73.856583697136 40.732559823554)
50003366,MI LINDO SAN MIGUELITO,Bronx,257,WEST  231 STREET,10463.0,3479454330,Mexican,02/28/2022,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,6.0,A,02/28/2022,04/15/2026,Cycle Inspection / Re-inspection,40.87998539199,-73.90688491232,208.0,11.0,28900.0,2100465.0,2057080104.0,BX29,POINT (-73.906884912318 40.879985391988)
50004839,MAMA PHO / SOJUICE,Brooklyn,580,GRAND STREET,11211.0,7185995015,Southeast Asian,06/18/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,47.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71119029996,-73.94849829769,301.0,34.0,50300.0,3069522.0,3027860008.0,BK90,POINT (-73.948498297688 40.711190299964)
40604004,WRAP N RUN GRILL,Manhattan,1125,LEXINGTON AVENUE,10075.0,2127441588,American,04/24/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,53.0,C,04/24/2025,04/15/2026,Cycle Inspection / Re-inspection,40.77437084938,-73.95930963871,108.0,4.0,14000.0,1043239.0,1014130020.0,MN40,POINT (-73.959309638708 40.774370849375)
50118056,LA PLACITA TAQUERIA & CAFFE,Manhattan,3887,BROADWAY,10032.0,6467337388,Mexican,02/15/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8.0,A,02/15/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.83744338899,-73.94241188875,112.0,7.0,24500.0,1063363.0,1021370080.0,MN36,POINT (-73.942411888754 40.837443388988)
50161128,EARLY,Brooklyn,967,MANHATTAN AVENUE,11222.0,7183836963,Coffee/Tea,05/02/2025,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",Not Critical,28.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.73216289992,-73.95459432832,301.0,33.0,56500.0,3322575.0,3025400039.0,BK76,POINT (-73.954594328316 40.732162899919)
50111814,CAFFE VALENCIA,Brooklyn,255,BERRY STREET,11249.0,7188694459,Latin American,06/11/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,19.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71489581114,-73.96289563947,301.0,34.0,55100.0,3413711.0,3023920008.0,BK73,POINT (-73.96289563947 40.714895811137)
40396399,MCDONALD'S,Bronx,51,EAST  161 STREET,10451.0,7185901990,Hamburgers,02/12/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.82775311982,-73.9257299624,204.0,16.0,19500.0,2002987.0,2024840005.0,BX63,POINT (-73.925729962397 40.827753119815)
41471314,TAKAHACHI BAKERY,Manhattan,25,MURRAY STREET,10007.0,2127915550,Bakery Products/Desserts,02/21/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,25.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71358127499,-74.00836148187,101.0,1.0,2100.0,1001451.0,1001347505.0,MN24,POINT (-74.008361481866 40.713581274985)
50166693,AYAM,Queens,40-13,35 AVENUE,11101.0,3474486978,Thai,01/12/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,01/12/2026,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.75505036678,-73.92192395593,401.0,22.0,15700.0,4010912.0,4006730042.0,QN70,POINT (-73.921923955928 40.755050366782)
50165061,TASTY BITES,Brooklyn,95,CHURCH AVENUE,11218.0,7184365449,Bangladeshi,10/01/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,25.0,,,04/15/2026,Pre-permit (Operational) / Compliance Inspection,40.64267674725,-73.97973116308,312.0,39.0,49600.0,3124485.0,3053320064.0,BK41,POINT (-73.979731163082 40.642676747245)
50166827,DATZ DELI,Queens,190-01,HOLLIS AVENUE,11423.0,3476173213,Caribbean,12/01/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,34.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.70959146182,-73.76771021899,412.0,27.0,50201.0,4231760.0,4108390014.0,QN07,POINT (-73.767710218994 40.709591461821)
50119003,PEPPERCORN STATION,Manhattan,66,WEST   39 STREET,10018.0,6466915638,Chinese,07/18/2023,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.7524024528,-73.9842634217,105.0,4.0,8400.0,1080738.0,1008400004.0,MN17,POINT (-73.984263421701 40.752402452796)
50116411,JUMIEKA,Manhattan,601,LEXINGTON AVENUE,10022.0,9293076629,Caribbean,07/23/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.75845753015,-73.97091355016,106.0,4.0,10000.0,1036474.0,1013087501.0,MN19,POINT (-73.970913550161 40.758457530151)
50016824,COLUMBIA UNIVERSITY MEDICAL CENTER BOOKSTORE CAFE,Manhattan,711,WEST  168 STREET,10032.0,2123056800,Coffee/Tea,05/05/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,05/05/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.84225220778,-73.94249083647,112.0,10.0,25500.0,1063402.0,1021390051.0,MN36,POINT (-73.942490836466 40.842252207781)
40390266,VILLA BARONE MANOR,Bronx,737,THROGS NECK EXPRESSWAY,10465.0,7188923500,American,11/16/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,15.0,B,11/16/2023,04/15/2026,Cycle Inspection / Re-inspection,40.82883152687,-73.81917828009,210.0,13.0,16200.0,2077016.0,2054340029.0,BX52,POINT (-73.819178280094 40.828831526872)
50097645,HAVANA TACOS,Manhattan,210,NAGLE AVENUE,10034.0,6467720271,Tex-Mex,02/13/2026,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.86225808907,-73.92292196475,112.0,10.0,29100.0,1064714.0,1022170033.0,MN01,POINT (-73.922921964749 40.862258089071)
50000795,RISOTTERIA MELOTTI,Manhattan,309,EAST    5 STREET,10003.0,6467558939,Italian,09/30/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,09/30/2025,04/15/2026,Cycle Inspection / Re-inspection,40.72657198679,-73.98848718296,103.0,2.0,3800.0,1006258.0,1004470053.0,MN22,POINT (-73.988487182956 40.72657198679)
50053112,MODERN LOVE,Brooklyn,317,UNION AVENUE,11211.0,9292980626,Vegan,10/06/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,8.0,A,10/06/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.70983819953,-73.95094128127,301.0,34.0,51300.0,3063052.0,3024130015.0,BK73,POINT (-73.95094128127 40.70983819953)
50108815,ANGELITOS BAKERY,Brooklyn,4003,5 AVENUE,11232.0,7328819720,Mexican,02/09/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,29.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.65060263091,-74.00457679866,307.0,38.0,8800.0,3017973.0,3009170009.0,BK34,POINT (-74.004576798663 40.650602630912)
41127243,MAMAJUANA CAFE,Manhattan,247,DYCKMAN STREET,10034.0,2123040140,Latin American,02/19/2025,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,27.0,B,02/19/2025,04/15/2026,Cycle Inspection / Re-inspection,40.8663704055,-73.9282609151,112.0,10.0,29500.0,1065062.0,1022470056.0,MN01,POINT (-73.928260915102 40.866370405498)
50073849,HUNGRY GHOST COFFEE,Brooklyn,80,DEKALB AVENUE,11201.0,6087999076,Coffee/Tea,02/29/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.68985672822,-73.97972037188,302.0,35.0,3300.0,3391840.0,3020940010.0,BK68,POINT (-73.979720371884 40.68985672822)
50139119,BAMBOO SEAFOOD RESTAURANT,Brooklyn,5108,7 AVENUE,11220.0,9177748858,Chinese,11/02/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,13.0,A,11/02/2023,04/15/2026,Pre-permit (Operational) / Re-inspection,40.64176708129,-74.00662646768,307.0,43.0,9800.0,3013691.0,3008010040.0,BK34,POINT (-74.006626467676 40.641767081294)
50116417,A-UN,Brooklyn,156,KNICKERBOCKER AVENUE,11237.0,6464984224,Japanese,10/04/2024,Violations were cited in the following area(s).,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.70428165436,-73.92800321592,304.0,34.0,42700.0,3071977.0,3031580032.0,BK77,POINT (-73.928003215918 40.704281654359)
40705438,EMILIA'S RESTAURANT,Bronx,2331,ARTHUR AVENUE,10458.0,7183675915,Italian,06/05/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.85412494915,-73.88880362429,206.0,15.0,39100.0,2011903.0,2030650067.0,BX06,POINT (-73.888803624285 40.854124949148)
50116092,ANGELINA BAKERY,Manhattan,1675,BROADWAY,10019.0,3124685154,Sandwiches/Salads/Mixed Buffet,08/26/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,38.0,C,08/26/2025,04/15/2026,Cycle Inspection / Re-inspection,40.76295588217,-73.98307326775,105.0,3.0,13100.0,1076199.0,1010240015.0,MN17,POINT (-73.983073267748 40.762955882165)
40367790,MCDONALD'S,Brooklyn,943,FLATBUSH AVENUE,11226.0,7186935353,Hamburgers,03/04/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,03/04/2026,04/15/2026,Cycle Inspection / Re-inspection,40.64872319254,-73.9582982532,314.0,40.0,79400.0,3117218.0,3051030001.0,BK95,POINT (-73.958298253196 40.648723192538)
50164813,DRAI'S,Manhattan,244,WEST   14 STREET,10011.0,9143724769,New French,02/06/2026,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,02/06/2026,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.73909417714,-74.00100679472,102.0,3.0,7700.0,1011099.0,1006180010.0,MN23,POINT (-74.001006794721 40.739094177137)
50117824,BLUE STAR PARLOR,Brooklyn,1112,CORTELYOU ROAD,11218.0,3476616067,Coffee/Tea,11/16/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,7.0,A,11/16/2023,04/15/2026,Cycle Inspection / Re-inspection,40.63972883726,-73.96770461669,314.0,40.0,52600.0,3118608.0,3051540006.0,BK42,POINT (-73.967704616691 40.639728837261)
50071833,XUN YU SI KAO NY,Brooklyn,5609,7 AVENUE,11220.0,9293105555,Chinese,05/11/2022,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,27.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.63895622099,-74.00951951458,307.0,43.0,10400.0,3015506.0,3008420007.0,BK34,POINT (-74.009519514582 40.638956220987)
50015795,DUNKIN,Queens,90-05,MYRTLE AVENUE,11385.0,7188490563,Donuts,06/05/2023,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.70253517635,-73.85472982611,406.0,32.0,63900.0,4094997.0,4038830029.0,QN19,POINT (-73.854729826113 40.702535176349)
50157900,DRAGON 105,Manhattan,911,COLUMBUS AVENUE,10025.0,9173859931,Chinese,09/13/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,16.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.79828455375,-73.96354967076,107.0,7.0,18900.0,1055509.0,1018400064.0,MN12,POINT (-73.96354967076 40.798284553749)
